instance_id,class
"7799_1",0
"5534_7",1
"11107_1",0
"516_2",0
"8243_1",1
"12319_1",0
"4888_8",0
"10431_1",1
"4511_1",0
"10833_3",0
"2427_10",1
"2497_1",0
"1692_1",1
"1697_10",1
"896_10",0
"1460_1",1
"10492_10",1
"8676_3",0
"2874_10",1
"10532_8",0
"11754_4",0
"5721_10",0
"1346_1",0
"9522_1",0
"10728_10",0
"2331_1",1
"1518_8",1
"2112_3",0
"12089_4",0
"3715_2",0
"9969_1",1
"48_4",0
"1824_1",1
"4419_7",1
"3872_9",0
"11852_1",0
"11359_2",1
"8761_3",1
"4633_3",0
"6765_9",1
"449_4",0
"4233_7",0
"2163_10",1
"3029_1",0
"241_8",1
"7932_4",1
"2139_4",0
"7008_8",0
"3127_9",0
"1644_10",1
"9072_9",1
"3864_4",1
"8853_3",1
"8847_9",1
"135_7",0
"5732_1",0
"3342_3",0
"7987_8",0
"9023_4",0
"1477_4",1
"2392_1",0
"12321_10",1
"10588_1",0
"5545_2",0
"587_2",0
"4139_1",0
"7487_8",1
"11377_3",1
"1605_4",1
"1848_3",0
"9396_3",1
"8041_7",1
"7815_8",0
"6286_8",1
"6349_4",0
"2964_8",0
"404_2",1
"2544_1",1
"9810_2",1
"7054_9",1
"6861_1",0
"2060_3",1
"4054_3",1
"9343_8",1
"11450_10",0
"7580_7",0
"867_8",1
"9879_3",1
"9712_10",1
"6007_4",0
"11068_4",0
"6437_9",0
"576_10",1
"10304_7",0
"502_10",1
"4588_1",0
"9819_1",0
"10101_1",0
"5781_2",1
"2440_1",0
"2142_4",1
"11733_10",1
"1091_10",1
"6098_10",1
"6971_1",0
"6234_8",1
"1900_4",1
"8652_8",1
"10174_7",0
"2853_4",0
"6704_1",0
"2385_9",1
"9169_8",1
"7171_1",1
"9021_2",0
"9914_7",1
"5986_2",0
"9561_2",0
"6960_1",1
"5315_9",1
"7960_10",0
"11570_1",1
"11780_3",1
"3288_10",1
"2820_7",1
"2184_1",1
"3664_10",1
"7935_4",0
"9510_1",1
"11084_4",1
"11435_10",0
"3753_1",0
"1387_4",0
"862_7",1
"7460_1",1
"6258_4",1
"6065_2",0
"12229_3",1
"2912_1",0
"10361_1",0
"5889_7",1
"6116_8",0
"7059_10",1
"4403_10",1
"9869_10",0
"7037_10",1
"6000_9",1
"9873_7",1
"9168_7",0
"1366_3",1
"9860_1",0
"6079_9",1
"10522_7",1
"3863_1",0
"5161_8",1
"1827_1",1
"11155_10",0
"4077_10",0
"12300_10",1
"8977_7",0
"10377_1",0
"4268_10",0
"480_3",0
"6110_1",1
"6501_1",1
"6409_7",1
"7740_10",1
"1436_3",1
"11801_8",1
"6372_2",1
"3201_10",0
"7154_10",0
"11297_7",1
"60_8",1
"9796_9",0
"9055_2",0
"3382_1",1
"11938_7",0
"7164_10",1
"2817_9",0
"10669_2",1
"6320_10",0
"6657_9",1
"12388_4",0
"3398_3",0
"335_10",0
"7596_3",1
"5082_7",1
"2435_8",1
"10836_2",1
"4757_8",0
"1853_1",0
"3351_8",1
"212_9",0
"4645_9",1
"4492_1",1
"1097_3",0
"6729_4",0
"10839_10",0
"8779_8",0
"10118_4",1
"7219_7",1
"9688_4",1
"12098_4",1
"8716_1",1
"2508_4",0
"6907_2",0
"1966_1",0
"2434_8",0
"10311_9",0
"10785_10",1
"4079_9",0
"9125_10",1
"7278_3",0
"7581_8",1
"7291_2",1
"5484_4",0
"3812_1",1
"2620_10",1
"3353_4",0
"3078_1",1
"7618_10",1
"8309_7",0
"9294_4",0
"8121_8",0
"8156_10",1
"8943_7",0
"7400_1",0
"2300_1",0
"6092_1",1
"7247_10",1
"1076_8",1
"5848_7",1
"1987_10",1
"2008_7",0
"27_10",1
"11239_1",0
"5035_7",1
"1097_9",1
"6376_4",1
"2137_8",1
"12232_1",0
"11610_1",1
"6564_1",1
"10751_1",1
"8734_9",0
"8215_2",0
"6378_4",0
"2289_9",1
"11041_7",1
"6371_4",1
"2398_9",1
"7361_10",0
"3209_8",0
"11848_10",1
"9691_2",1
"9810_7",0
"10470_1",1
"789_2",0
"4242_9",0
"5250_4",0
"3447_9",0
"1148_4",1
"11184_7",0
"609_1",1
"3927_4",1
"3789_8",0
"1602_9",0
"7422_10",0
"6793_10",1
"5213_3",1
"2694_3",1
"8374_7",0
"12234_8",1
"11240_4",1
"10950_1",0
"5443_1",1
"6687_4",0
"1434_3",0
"11123_2",0
"250_7",1
"11414_9",1
"12310_2",1
"8129_3",0
"10683_1",0
"2818_4",0
"6836_3",1
"12169_7",1
"7507_2",0
"4545_10",0
"1153_2",1
"4982_7",1
"7736_2",1
"1626_10",0
"11955_7",1
"9716_1",0
"2840_9",1
"4861_8",0
"12015_10",1
"10146_1",0
"4136_10",1
"6490_10",1
"4915_7",0
"7833_8",1
"3215_2",0
"8942_1",1
"12312_4",1
"2000_3",0
"10340_1",1
"69_10",0
"4121_10",0
"41_1",0
"3192_1",0
"6214_4",1
"459_1",0
"11184_1",0
"11409_9",0
"4385_9",0
"4698_1",0
"7442_7",1
"12123_1",0
"11207_4",0
"8280_1",1
"7560_1",1
"8292_4",1
"2157_10",1
"7798_10",0
"4711_1",0
"1138_2",0
"6543_9",1
"12316_4",1
"6931_8",1
"5410_7",0
"10812_1",0
"2745_4",1
"63_1",1
"8093_3",1
"6754_1",0
"4917_8",0
"1315_4",0
"6814_7",0
"2091_9",0
"3719_9",1
"5500_1",0
"9386_8",1
"9605_10",0
"11051_1",0
"9445_1",0
"2722_2",0
"4993_10",1
"4829_2",0
"9706_1",1
"3712_7",0
"1799_7",1
"10690_10",1
"6148_10",1
"2526_9",1
"2335_1",1
"9089_9",1
"5486_10",1
"12112_10",0
"735_8",1
"3620_10",0
"5457_8",0
"1304_3",1
"166_1",0
"2191_3",0
"4248_10",0
"1592_9",1
"7720_8",1
"9781_1",0
"9833_2",1
"2007_2",1
"6746_1",0
"543_10",1
"6862_1",0
"1125_8",1
"1591_10",0
"773_7",1
"2810_4",0
"7060_1",0
"4966_2",0
"5004_3",1
"1_1",0
"9099_1",1
"9000_2",0
"9004_1",0
"1292_4",0
"1954_3",1
"4464_10",0
"83_10",1
"2376_7",0
"8174_4",0
"10190_7",1
"1035_7",0
"3851_10",0
"5969_3",1
"6344_2",0
"10389_10",1
"3541_7",1
"11616_4",0
"9650_10",1
"4511_9",1
"5914_1",0
"10195_1",1
"7612_3",0
"2055_1",0
"9981_1",0
"5238_2",0
"3723_8",1
"9381_2",0
"3789_3",0
"8081_9",0
"3389_7",1
"4592_9",1
"12273_10",0
"38_10",1
"9911_3",1
"11984_2",0
"8247_9",0
"12498_10",1
"9502_8",0
"6241_3",1
"1991_10",1
"9905_10",0
"9771_3",1
"316_1",1
"12197_2",0
"1043_10",0
"4175_3",0
"4906_9",0
"8098_3",1
"8899_3",1
"10400_10",0
"7160_8",0
"568_1",0
"4542_9",1
"7128_7",0
"10419_10",0
"2956_8",1
"943_10",1
"3148_9",1
"2897_10",1
"11321_8",0
"4194_3",0
"11505_7",1
"2362_9",0
"12211_10",1
"2703_2",1
"9576_1",0
"10032_4",0
"5602_10",1
"921_7",1
"6404_2",0
"5756_3",1
"2414_10",1
"6114_1",0
"5257_3",1
"3522_2",0
"3574_1",1
"11739_4",0
"63_10",1
"7163_10",1
"8826_2",1
"2875_1",1
"4058_10",1
"11599_8",1
"2198_1",1
"11384_7",1
"9730_1",0
"1447_8",1
"9949_2",0
"109_2",0
"11006_7",1
"6458_1",0
"11351_9",1
"3643_10",0
"4961_2",1
"10421_2",0
"4703_1",0
"11943_7",0
"4073_10",1
"257_2",0
"4897_8",0
"6649_8",1
"4705_7",0
"4708_1",0
"11104_1",0
"11696_7",0
"8887_9",0
"10181_8",0
"1453_2",0
"10826_1",0
"8491_7",1
"228_7",1
"1790_9",1
"11522_2",0
"6828_10",1
"11518_1",1
"1254_4",1
"11817_10",1
"4244_10",1
"2264_1",0
"9518_3",1
"3295_10",0
"9654_1",0
"656_3",0
"10818_10",0
"11660_7",0
"1258_9",0
"8899_8",1
"10931_1",1
"17_3",0
"8067_1",0
"6516_1",1
"12241_4",1
"6464_3",1
"3744_10",0
"242_8",0
"6034_1",0
"780_2",0
"4075_10",0
"10679_3",0
"10864_1",0
"3824_1",1
"10187_3",1
"2341_4",1
"3936_2",0
"7448_2",1
"861_2",1
"9782_10",1
"7939_2",1
"7665_7",1
"1197_10",0
"9465_1",1
"2398_2",0
"1701_10",1
"4781_8",1
"5149_8",1
"2179_1",1
"6223_1",0
"1562_10",1
"5400_10",0
"8397_10",0
"5699_8",1
"8824_1",0
"33_3",0
"57_10",1
"11802_1",0
"2277_10",1
"432_4",0
"12291_2",0
"4108_7",0
"7597_9",0
"1792_10",1
"11605_1",0
"12102_8",0
"7873_8",1
"148_2",0
"2407_10",0
"7112_9",1
"10132_9",1
"2961_10",0
"4240_9",1
"9676_10",0
"8180_8",1
"1869_9",1
"4282_1",0
"8406_10",0
"8762_1",0
"7868_8",0
"5039_10",0
"4933_3",0
"5221_7",1
"5155_1",0
"6337_1",1
"2598_1",0
"1475_4",1
"1473_9",0
"10312_10",0
"11817_4",1
"12298_8",1
"8806_9",1
"6975_3",0
"4977_7",0
"8929_8",1
"8103_10",1
"12307_3",1
"12279_9",0
"9302_10",0
"7904_8",0
"7835_9",1
"1216_3",0
"6271_9",0
"2218_7",0
"8443_4",0
"317_10",0
"7500_8",0
"507_10",1
"10339_2",1
"6061_10",1
"9148_7",1
"11361_4",0
"11237_8",1
"8311_1",1
"11611_3",1
"6798_1",0
"4316_10",1
"3128_3",1
"1498_8",1
"2797_10",0
"11957_8",1
"7705_2",0
"2349_9",1
"8941_10",1
"9187_1",0
"7573_2",1
"9349_2",0
"6696_7",1
"4344_9",0
"810_1",1
"11534_4",1
"2183_8",1
"10953_1",0
"7282_9",1
"8844_4",0
"11762_8",1
"6999_7",1
"1178_2",0
"2512_10",1
"5856_8",1
"8808_9",0
"7300_3",1
"11034_9",0
"11365_9",1
"591_4",0
"10821_8",1
"1528_8",1
"6479_1",0
"9176_1",0
"9200_8",0
"4301_10",0
"12372_3",0
"8488_4",1
"4279_2",1
"1051_4",0
"2429_1",1
"1006_1",0
"11617_2",0
"79_10",0
"10403_7",1
"1654_1",0
"5159_2",0
"10445_1",0
"4477_4",1
"3608_9",1
"4182_10",1
"9180_9",0
"1874_1",1
"10263_10",1
"7454_3",1
"1173_8",0
"2537_4",1
"11243_10",1
"8444_10",1
"7945_1",1
"9535_2",0
"5372_7",1
"4726_7",0
"10308_8",1
"5723_7",0
"1601_1",1
"2695_10",1
"8496_7",0
"7886_10",0
"3505_8",0
"3418_1",0
"7754_9",0
"672_9",0
"1273_7",0
"5444_8",0
"3925_1",0
"10887_2",0
"4238_1",0
"1448_8",1
"10726_7",1
"6959_2",1
"2491_1",0
"10317_1",0
"5327_1",0
"11673_8",1
"4164_3",1
"949_1",1
"10622_3",1
"9734_4",0
"10940_1",1
"1736_3",0
"9210_10",1
"11085_4",1
"8846_9",1
"4871_8",1
"8132_10",0
"11037_8",0
"5016_10",1
"6128_7",1
"11477_4",0
"1312_3",1
"8145_10",0
"2404_8",0
"8353_10",0
"1931_8",0
"9777_8",1
"6655_3",1
"8634_3",0
"354_3",1
"12184_10",1
"6164_3",1
"5712_1",1
"2771_7",0
"2716_10",1
"4345_1",1
"3897_4",0
"8568_7",1
"9715_4",1
"4358_1",1
"8587_3",0
"768_9",0
"10015_2",1
"5587_7",1
"297_4",0
"9745_2",0
"5896_3",1
"1959_7",0
"11564_9",1
"7857_10",1
"9086_3",1
"7678_3",1
"2601_3",1
"3162_1",0
"3883_1",0
"5801_1",0
"6873_10",0
"5929_2",0
"6059_10",1
"219_8",1
"932_10",1
"5159_10",0
"11213_7",0
"6738_1",0
"2436_1",0
"2482_1",0
"2402_3",0
"5891_3",1
"2518_4",0
"8140_10",0
"444_4",0
"11987_7",0
"3255_10",0
"1011_10",1
"1819_2",0
"10469_10",1
"653_10",1
"52_10",1
"1389_2",1
"12066_2",1
"6792_3",0
"7954_2",0
"7639_8",0
"2931_10",0
"1363_1",0
"1270_7",1
"8209_4",0
"7040_10",1
"4656_8",1
"7545_8",1
"11868_10",1
"9771_10",0
"8085_2",0
"10203_10",1
"11768_7",0
"3697_4",0
"11931_2",0
"5851_10",0
"6609_8",0
"3008_7",1
"2870_1",0
"397_9",0
"9670_4",1
"4751_2",1
"10249_7",0
"6443_1",0
"5672_1",0
"7922_1",1
"3556_1",0
"1400_7",1
"464_10",1
"719_10",0
"12367_9",0
"3007_7",1
"9826_10",1
"6767_8",1
"11283_8",1
"10206_3",1
"6776_3",1
"569_10",1
"9884_10",1
"9404_1",0
"97_9",0
"9215_1",0
"8606_10",1
"2799_10",0
"11741_10",0
"5663_10",0
"10719_2",0
"10289_10",1
"3543_1",0
"2842_8",1
"9807_10",0
"10775_3",1
"2134_1",1
"11372_7",1
"4956_10",0
"2842_4",0
"9864_1",1
"2350_9",1
"2410_1",0
"4793_4",1
"11963_3",0
"82_8",0
"7444_10",1
"917_1",1
"10315_2",0
"5907_10",1
"5604_3",0
"4826_4",0
"8641_7",1
"3132_4",0
"7202_1",1
"2942_1",0
"6191_4",1
"11993_9",1
"4449_4",1
"10104_10",0
"5648_10",1
"9373_9",1
"386_7",0
"2224_10",0
"7703_3",1
"10712_8",0
"8528_3",1
"11673_3",1
"11449_10",1
"5960_4",1
"10766_7",1
"9601_4",0
"1194_7",0
"9614_10",1
"2432_7",1
"6994_8",1
"4107_10",0
"7489_1",0
"9509_9",0
"9272_2",1
"6222_1",1
"278_9",1
"253_3",1
"813_10",0
"8464_10",1
"4652_1",0
"10427_4",1
"4341_8",0
"11991_10",0
"6868_3",1
"1384_7",0
"9745_7",1
"10851_9",1
"3365_9",1
"6440_8",1
"2130_3",0
"4642_10",0
"5536_9",0
"6755_4",0
"7707_4",0
"6901_10",0
"12364_7",1
"3281_2",0
"1727_10",1
"11406_9",1
"9252_10",1
"8239_1",0
"4495_9",1
"8189_4",0
"12019_4",1
"171_8",1
"12216_8",0
"1108_7",0
"12444_10",0
"11210_7",1
"6887_8",1
"8640_10",1
"10827_1",0
"11569_3",1
"2711_1",1
"11078_10",0
"9434_10",0
"7313_10",1
"7238_2",1
"9432_9",0
"3087_10",1
"6643_4",0
"2495_9",0
"2531_4",0
"8416_7",1
"10267_8",0
"779_4",1
"4549_7",0
"8635_7",1
"3639_1",0
"4335_4",1
"1497_2",0
"1658_10",1
"1129_10",1
"9982_9",1
"678_1",1
"5248_8",1
"2585_7",1
"10697_8",0
"1216_10",1
"3866_2",0
"8071_3",0
"6194_8",1
"4552_4",0
"7073_10",0
"5877_8",1
"3987_1",0
"4701_1",1
"4229_2",0
"3785_10",0
"12442_2",1
"2299_1",0
"10369_8",1
"10913_3",0
"8166_10",1
"3968_1",0
"7579_4",1
"1988_1",1
"458_10",1
"661_9",1
"10687_10",1
"372_10",1
"6085_8",0
"1972_1",1
"7302_3",1
"5751_1",1
"5332_3",1
"5632_1",0
"8941_3",1
"7065_2",0
"4787_3",0
"7426_10",1
"7723_10",1
"9508_8",1
"5861_8",1
"5764_7",1
"12412_9",1
"838_9",1
"8729_10",0
"11815_3",1
"10906_10",0
"2632_3",1
"12035_8",0
"12114_4",0
"9415_8",0
"5146_4",0
"5564_10",1
"9246_8",0
"2193_10",1
"232_10",1
"6954_8",1
"6298_2",0
"5976_7",1
"9678_1",0
"1913_10",1
"1535_1",0
"2844_4",0
"8490_7",0
"5334_4",1
"10671_1",1
"8930_9",1
"9547_2",1
"4004_9",1
"5103_8",0
"7356_1",0
"6793_4",1
"7089_1",1
"10334_3",0
"128_7",1
"9524_9",1
"9811_7",0
"7440_7",0
"11273_9",0
"950_1",0
"9059_7",0
"3178_8",1
"10761_10",1
"10575_9",0
"4321_1",1
"11918_10",0
"8482_7",1
"6142_1",0
"3364_1",0
"4376_9",0
"12072_2",1
"6982_9",0
"1427_2",1
"7842_1",0
"5087_7",1
"9697_8",1
"1505_3",1
"6857_4",1
"7914_2",1
"4752_1",0
"8668_4",0
"1031_10",1
"8759_8",0
"10361_7",1
"3703_3",0
"11502_10",1
"7981_4",1
"8937_9",0
"12341_7",1
"2094_10",1
"4599_10",0
"5386_2",1
"3966_9",1
"9009_1",1
"7302_10",0
"7807_1",0
"5893_9",1
"2908_8",0
"12490_8",0
"6192_9",0
"10199_4",0
"3314_10",0
"6005_8",0
"2009_10",1
"9610_4",1
"12328_10",1
"11633_1",0
"4984_8",1
"2778_8",0
"11619_9",0
"5895_10",1
"10815_10",1
"11564_4",1
"11284_8",1
"4455_3",0
"1783_2",1
"8000_10",0
"3493_1",0
"4380_8",0
"8477_3",1
"11403_9",1
"11367_10",1
"52_1",0
"7504_4",1
"4605_8",0
"11045_1",1
"10987_8",0
"3496_8",0
"3856_3",0
"5799_10",1
"8301_7",0
"1286_2",1
"8042_7",0
"11094_1",1
"4357_3",1
"12367_2",1
"3512_7",0
"6409_1",0
"12099_9",1
"4185_3",0
"7263_4",1
"3714_1",1
"4290_9",1
"5610_3",0
"5910_8",0
"6551_9",0
"1196_8",1
"2056_9",1
"6312_2",1
"8525_2",0
"7276_2",0
"7546_7",1
"6177_1",1
"6136_10",0
"6262_1",0
"7882_7",0
"8116_1",0
"4953_1",1
"5407_1",0
"6396_9",0
"12301_4",1
"3185_3",0
"7660_1",1
"10676_3",0
"6042_1",1
"9831_8",0
"8690_3",1
"575_3",1
"6167_7",1
"1706_9",0
"3619_3",1
"5900_10",1
"6050_10",1
"8360_9",1
"7927_1",0
"5799_1",0
"1053_8",1
"12473_1",1
"7751_7",0
"9828_3",1
"9942_1",0
"6289_1",1
"5744_2",0
"3865_2",0
"12072_10",0
"5236_2",0
"11203_1",0
"4665_10",1
"1405_7",0
"10872_7",1
"6198_7",0
"5780_4",1
"2310_1",1
"6184_7",1
"7484_1",1
"570_1",1
"5181_10",1
"10869_1",0
"6990_1",0
"7013_9",1
"8355_2",0
"6574_8",1
"5725_3",0
"11108_10",0
"111_10",0
"3173_8",1
"1679_1",1
"11001_10",0
"4068_3",0
"4978_7",1
"3458_10",1
"9674_3",0
"2656_10",1
"6772_10",0
"8674_2",0
"1884_3",1
"763_10",0
"4302_8",1
"1041_9",0
"6974_10",1
"4523_10",0
"9172_10",1
"10672_1",1
"11234_10",1
"2739_2",0
"10186_8",1
"4163_3",0
"4111_2",1
"8357_3",1
"9607_4",1
"4574_1",0
"9526_2",1
"4900_8",0
"5641_7",0
"261_8",1
"5784_8",0
"1742_7",1
"375_2",0
"9945_8",0
"3888_3",0
"4948_2",0
"12073_9",0
"584_3",0
"3991_7",1
"6227_7",1
"8715_10",0
"210_4",0
"8199_10",1
"2899_1",0
"803_10",1
"10911_1",1
"9821_8",0
"6398_8",1
"2886_1",0
"6719_2",0
"11537_4",1
"2254_1",0
"524_10",1
"5631_8",0
"12185_3",1
"2397_4",1
"9658_3",0
"6818_10",1
"5787_4",1
"9785_3",0
"12331_8",1
"4764_10",0
"11679_7",0
"1062_10",1
"9501_2",1
"11032_7",1
"9006_4",0
"4146_10",1
"11744_1",0
"365_10",1
"4529_8",1
"3176_4",1
"5975_1",1
"10969_10",0
"4294_2",1
"6644_8",0
"12327_1",1
"8281_7",0
"7293_3",0
"2907_7",1
"879_2",0
"12031_7",0
"11921_2",0
"4157_8",0
"3636_1",1
"10167_7",0
"9948_8",1
"10954_10",1
"5122_3",1
"533_2",0
"9447_1",1
"9984_9",1
"2784_1",0
"9595_10",0
"3659_9",0
"7850_8",1
"6844_10",1
"6926_10",1
"1156_9",1
"4606_3",1
"10296_8",1
"7091_1",1
"12492_7",1
"2245_4",0
"6075_2",1
"9036_10",1
"10775_8",1
"5370_7",1
"9586_3",1
"12307_10",0
"9213_7",1
"10241_8",0
"4453_10",0
"2484_10",1
"691_3",0
"7636_2",0
"3459_4",0
"10644_3",1
"4587_1",0
"8914_8",1
"11760_2",0
"5509_10",0
"8628_4",1
"8190_4",0
"5747_8",0
"5997_9",0
"1897_10",1
"1328_10",0
"8660_1",1
"6705_10",0
"11140_1",0
"1635_7",0
"7601_4",1
"7741_9",1
"1141_10",1
"6953_7",1
"7827_10",0
"12220_8",1
"1195_1",0
"2243_4",1
"2447_10",1
"4299_8",0
"8683_9",0
"9064_4",1
"6187_2",1
"9263_8",1
"10222_4",0
"302_4",1
"8063_10",1
"3316_2",0
"10986_1",0
"10692_8",0
"5714_1",1
"7155_3",0
"5678_1",1
"7093_10",0
"7852_9",1
"12361_7",0
"699_4",0
"2116_10",1
"57_4",1
"8469_7",1
"8617_9",0
"7961_10",0
"5145_4",1
"11790_1",1
"356_4",0
"12001_1",1
"7347_1",1
"11058_10",1
"1265_2",1
"905_10",1
"7391_2",0
"4459_7",0
"1251_4",1
"4533_3",1
"8380_9",0
"1652_3",0
"7124_8",0
"5210_10",0
"5390_9",1
"10588_10",1
"6245_1",1
"5125_7",0
"4838_10",1
"9179_3",0
"3110_1",0
"10059_10",1
"7355_10",1
"2384_1",0
"4640_3",0
"5106_4",0
"12026_1",0
"3679_7",1
"7845_10",1
"7984_1",0
"3519_7",0
"9587_3",0
"4108_2",1
"9083_8",0
"3673_3",0
"7092_1",1
"4476_9",1
"7036_10",1
"6183_7",0
"2993_10",1
"9403_1",0
"3880_8",0
"691_9",0
"10711_10",0
"11390_10",0
"7884_1",0
"454_8",1
"4653_2",1
"3238_1",1
"3692_1",0
"10883_7",1
"4308_1",0
"1065_10",0
"8412_4",0
"2604_8",1
"7261_3",1
"11075_10",0
"11438_10",0
"3107_8",1
"5937_4",0
"3397_4",1
"9174_4",0
"5259_1",0
"11913_10",0
"10936_8",1
"2903_1",0
"5813_4",1
"8062_8",1
"1324_7",0
"12125_1",1
"7201_1",1
"5669_10",1
"4332_10",1
"3481_10",1
"5016_1",1
"1375_1",0
"5559_1",0
"8442_9",1
"1333_1",1
"6384_2",0
"11939_4",0
"7243_2",1
"7860_10",1
"1835_2",0
"1064_10",0
"3768_10",0
"7057_9",0
"4176_10",0
"7461_10",0
"11117_10",1
"730_1",0
"9118_10",1
"5113_10",1
"9933_1",1
"2197_7",1
"4640_10",0
"9365_9",0
"9703_9",1
"8109_10",1
"9802_10",0
"3067_1",0
"9915_2",0
"10114_1",0
"5048_9",1
"12215_10",1
"6182_7",1
"10005_7",0
"11710_10",0
"12002_1",0
"7668_10",0
"6958_7",0
"9083_1",0
"6615_8",0
"7980_10",0
"6303_8",0
"9280_9",1
"2041_2",0
"3161_10",1
"7532_4",1
"1397_7",1
"1184_3",0
"7061_1",0
"3402_2",1
"11416_10",0
"9389_7",0
"9251_9",0
"1422_10",1
"7415_2",1
"7492_7",1
"7689_10",1
"12370_4",0
"5625_8",1
"9397_9",1
"5992_7",1
"2488_10",1
"9627_10",1
"3822_2",1
"5983_4",0
"8021_2",1
"3471_3",0
"6034_10",1
"1988_9",1
"7623_9",1
"5974_7",1
"2034_9",0
"9416_3",0
"10994_1",0
"10957_3",0
"2372_1",1
"3453_3",0
"5064_1",1
"10905_3",0
"10194_3",1
"8478_8",0
